plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
enterprise,monthly,0,36,33,206.13,0,9,2,0.627,17.13,0,7.9,3,1,53.5,6,0
pro,monthly,1,33,169,36.21,0,12,15,0.653,13.81,0,,5,2,45.8,13,0
basic,monthly,1,33,71,16.22,1,6,16,0.725,10.23,1,14.4,3,0,63.9,2,0
basic,annual,0,22,184,21.73,1,10,8,0.842,14.41,1,16.0,1,1,38.4,17,0
enterprise,annual,1,15,22,198.77,0,22,13,0.962,14.23,1,12.0,3,0,65.8,8,0
enterprise,annual,1,3,5,120.87,0,14,16,0.944,17.85,1,10.0,2,0,55.2,19,0
basic,monthly,1,1,184,25.22,0,14,9,0.795,15.23,1,5.5,1,0,45.3,4,0
pro,monthly,1,8,20,43.8,1,8,15,0.683,12.3,0,8.8,3,0,29.2,12,0
basic,monthly,0,25,2,22.54,0,9,13,0.601,16.85,1,6.8,1,1,25.8,23,0
basic,monthly,0,6,129,28.1,0,18,23,0.741,14.12,0,17.6,5,0,19.4,11,0
basic,monthly,1,32,64,30.74,0,7,11,0.643,13.66,0,24.5,1,1,59.8,11,0
basic,monthly,1,29,97,20.49,0,6,9,0.706,16.75,1,7.8,3,2,17.0,21,0
basic,annual,1,16,82,19.51,0,20,15,0.441,13.21,1,10.1,4,0,3.2,0,0
pro,monthly,1,4,60,47.81,0,16,14,0.922,14.18,1,15.2,0,1,63.0,7,0
basic,annual,1,24,96,24.95,0,13,19,0.46,10.53,1,3.8,7,1,16.1,21,1
basic,monthly,1,39,52,25.46,0,6,18,0.75,6.44,1,21.1,2,0,10.6,0,0
basic,monthly,0,18,45,21.3,0,14,10,0.534,5.67,1,15.7,1,1,51.9,9,0
basic,monthly,0,38,45,26.08,0,6,10,0.454,10.37,0,13.8,2,0,37.1,2,0
basic,monthly,1,13,24,33.58,0,15,10,0.191,7.48,0,16.0,6,4,-2.4,18,1
pro,monthly,1,3,105,72.91,0,14,9,0.631,11.84,1,18.2,4,1,-9.3,11,1
basic,monthly,1,31,110,30.32,0,7,0,0.326,13.0,1,9.0,3,2,7.1,17,0
pro,monthly,0,42,4,57.47,1,10,19,0.504,8.71,1,12.3,3,0,18.1,2,0
enterprise,monthly,1,42,92,182.16,0,12,10,0.842,8.32,1,20.2,0,2,40.2,2,0
basic,monthly,0,46,148,21.58,0,13,11,0.277,5.76,1,11.7,2,1,53.4,23,1
enterprise,annual,1,5,1,117.15,0,13,24,0.971,10.88,0,13.9,3,0,54.8,21,0
enterprise,annual,0,2,60,206.82,0,13,10,1.0,10.58,1,21.3,1,0,76.4,18,0
pro,monthly,1,27,192,55.78,0,17,13,0.583,11.63,1,1.5,2,1,48.5,9,0
pro,monthly,0,45,85,44.4,1,8,13,0.887,17.94,0,13.9,3,1,17.4,6,1
pro,monthly,0,47,4,67.25,0,5,12,0.419,12.36,1,10.6,0,1,22.5,5,0
pro,monthly,1,13,105,57.28,0,13,10,0.742,14.52,1,0.0,2,1,60.2,8,0
pro,monthly,1,18,82,45.09,1,15,17,0.734,13.06,1,1.0,3,2,18.0,4,0
basic,monthly,1,31,43,18.81,0,7,12,1.0,10.28,1,8.6,0,1,75.7,9,0
enterprise,monthly,1,43,15,197.31,0,9,12,0.683,18.82,0,16.4,2,0,25.4,18,0
pro,annual,1,8,176,56.71,0,9,9,0.753,11.57,1,5.1,4,0,15.0,1,0
pro,monthly,1,46,162,46.33,0,6,11,0.637,14.15,0,13.5,4,2,21.8,19,1
basic,annual,1,39,136,23.51,0,9,16,0.483,4.19,0,22.7,3,1,7.2,5,0
basic,monthly,1,3,4,24.15,0,19,18,0.525,10.88,0,21.6,2,0,-0.4,15,0
basic,monthly,1,40,174,28.63,0,11,10,0.516,10.58,1,0.0,1,1,43.6,0,0
basic,annual,1,30,95,21.95,1,11,9,0.436,9.81,1,13.1,3,0,60.4,2,0
basic,monthly,1,46,95,21.28,0,3,14,0.598,7.38,0,21.3,2,0,48.2,17,0
basic,monthly,0,10,175,21.46,0,14,14,0.389,10.93,0,17.5,5,2,-12.7,0,0
basic,annual,1,47,87,24.02,0,6,15,0.478,14.53,1,15.2,5,0,-0.8,1,0
basic,monthly,1,2,48,22.53,1,17,10,0.896,19.67,1,16.6,5,2,22.8,19,0
basic,monthly,1,3,48,24.82,0,26,15,0.529,16.12,0,19.9,7,2,-4.3,4,0
enterprise,monthly,1,21,185,186.59,0,18,17,0.91,17.25,0,13.4,2,3,36.5,4,0
basic,monthly,0,31,109,25.23,0,8,9,0.536,16.34,1,13.5,5,1,29.7,18,0
basic,monthly,0,8,116,24.82,0,16,21,0.688,17.61,0,4.0,1,2,39.7,8,0
basic,monthly,1,13,119,21.1,0,13,19,0.519,8.34,1,20.5,2,1,36.3,11,0
basic,annual,1,18,44,30.54,0,14,12,0.085,9.26,1,19.9,2,1,42.8,5,0
basic,monthly,1,6,84,22.59,0,27,15,0.544,7.44,1,19.5,1,2,40.8,13,0
pro,monthly,1,8,190,42.07,0,20,15,0.49,12.55,1,8.8,5,0,41.5,6,0
enterprise,monthly,1,7,29,158.27,0,12,13,0.696,11.44,1,11.4,8,1,0.0,16,1
basic,monthly,1,45,190,23.92,0,12,17,0.674,11.58,1,12.8,3,2,24.9,20,0
pro,annual,1,44,55,52.06,1,9,8,0.997,13.16,1,9.9,2,3,49.6,23,0
basic,monthly,0,30,59,20.1,0,4,7,0.296,2.29,1,20.2,0,1,32.6,3,1
basic,monthly,1,32,3,31.54,1,7,12,0.507,5.32,1,1.4,1,3,19.1,6,0
basic,annual,1,6,133,26.25,0,16,15,0.553,13.89,1,14.6,3,0,-27.3,23,0
basic,annual,1,2,64,26.46,1,21,14,0.559,9.33,1,7.0,3,2,14.5,10,0
pro,annual,1,18,92,52.01,0,19,17,0.68,15.15,1,1.1,5,0,-15.2,17,0
pro,monthly,1,47,116,64.14,0,5,16,0.771,12.14,1,7.2,0,0,45.3,14,0
pro,monthly,1,22,127,62.64,0,11,15,0.591,6.79,1,0.5,0,1,71.0,3,0
basic,monthly,1,38,191,33.03,0,8,13,0.514,6.88,1,4.5,6,1,-4.4,14,1
pro,monthly,1,17,111,61.17,1,15,12,0.741,10.43,1,0.0,1,2,76.0,1,0
basic,annual,0,14,36,21.43,1,14,13,0.424,7.76,1,9.1,1,1,30.4,0,0
basic,monthly,1,38,141,26.32,0,16,8,0.444,10.4,1,15.2,4,0,28.8,21,1
basic,monthly,1,22,12,20.67,1,12,8,0.538,11.98,0,23.0,2,2,33.2,0,1
pro,annual,1,35,168,61.6,0,12,17,0.564,12.4,1,19.9,2,0,29.9,22,0
enterprise,annual,1,34,59,214.54,0,14,20,0.574,12.13,1,5.6,2,0,58.6,15,0
basic,monthly,1,34,144,22.87,1,12,7,0.353,12.77,0,22.8,5,2,37.1,1,0
pro,annual,1,32,32,73.47,0,11,14,0.662,14.98,1,9.1,2,0,34.0,2,0
pro,monthly,1,38,81,58.84,0,7,5,0.917,10.71,0,14.9,3,2,25.9,11,1
pro,monthly,0,22,139,81.05,0,14,19,0.741,6.85,1,10.2,6,0,10.9,15,0
basic,monthly,1,14,124,23.16,0,11,12,0.379,8.24,0,22.8,4,1,,19,0
pro,annual,1,24,2,62.76,0,16,23,0.949,13.94,1,10.9,1,0,68.8,16,0
pro,annual,1,15,7,69.2,0,14,10,0.58,9.9,1,5.6,5,1,14.9,12,1
pro,monthly,1,2,196,75.31,0,13,11,0.956,15.63,1,11.5,1,3,46.9,21,0
basic,monthly,1,17,106,24.21,0,11,14,0.537,7.22,0,14.2,2,4,66.0,0,1
enterprise,monthly,1,24,171,115.56,1,9,15,0.798,17.53,1,11.5,1,0,40.6,11,0
basic,monthly,0,24,15,33.69,0,10,15,0.484,13.26,0,18.7,4,1,14.6,13,0
pro,annual,0,16,98,48.78,0,18,17,0.616,10.54,1,0.0,1,0,63.9,19,0
basic,monthly,1,34,115,25.42,0,13,12,0.799,10.5,1,11.2,5,2,6.2,22,0
basic,annual,1,13,184,16.78,1,13,17,0.518,10.65,1,17.6,2,0,34.4,9,0
basic,monthly,1,31,142,18.31,0,10,21,0.72,15.76,1,11.2,2,0,51.6,20,0
basic,monthly,1,12,125,23.98,0,17,17,0.559,10.15,1,13.4,2,1,39.4,22,0
basic,monthly,0,47,59,22.03,0,7,8,0.529,9.43,1,9.1,2,1,42.1,1,0
basic,annual,1,31,198,19.16,0,10,14,0.662,11.96,0,16.4,2,0,36.5,2,0
basic,monthly,1,26,66,24.82,0,9,4,0.529,7.41,1,17.7,3,0,31.4,5,0
basic,monthly,1,20,56,17.59,0,13,15,0.408,13.68,0,15.4,3,1,11.2,12,0
pro,monthly,1,36,145,50.29,0,10,5,0.533,13.06,1,1.1,2,1,9.9,18,1
pro,annual,1,20,199,47.42,0,9,15,0.774,15.36,1,0.0,2,1,34.6,21,0
pro,annual,1,38,171,67.23,0,6,11,0.272,13.79,1,3.4,5,0,1.2,21,0
basic,annual,1,7,36,22.38,0,14,17,0.618,9.33,1,5.4,2,0,47.1,12,0
basic,monthly,1,39,163,27.34,0,1,10,0.291,9.79,0,9.1,6,2,12.3,16,0
enterprise,annual,1,46,71,164.97,0,2,16,0.781,12.41,1,1.6,6,0,36.8,19,0
basic,monthly,1,11,45,27.56,0,13,15,0.791,17.5,1,6.1,3,0,15.0,11,0
basic,annual,1,10,187,23.09,1,9,16,0.391,9.1,1,5.7,3,1,6.2,11,0
enterprise,monthly,1,45,190,150.32,0,3,9,0.844,7.7,1,16.3,2,1,40.7,19,0
enterprise,monthly,1,19,74,223.76,0,13,11,0.952,12.33,1,0.0,0,1,72.8,9,0
basic,annual,1,33,6,29.12,0,14,7,0.446,13.34,1,15.5,2,0,30.6,5,0
pro,annual,1,9,42,70.77,0,15,8,0.554,12.92,1,11.2,3,0,38.7,14,0
basic,monthly,1,20,108,23.97,0,20,14,0.618,11.42,1,15.7,1,1,52.0,22,0
pro,monthly,0,33,12,57.05,0,8,12,0.895,12.23,1,7.7,2,1,60.3,21,0
basic,annual,0,42,46,20.71,0,4,12,0.961,14.79,1,19.6,3,1,22.5,17,0
basic,annual,1,20,30,23.2,1,16,10,0.417,12.2,1,12.0,1,0,40.2,21,0
pro,annual,1,3,190,96.83,0,16,14,0.787,13.37,1,6.7,1,0,56.2,7,0
basic,monthly,1,19,71,24.2,0,17,19,0.464,9.73,1,19.0,3,0,27.6,17,0
pro,monthly,1,30,76,42.8,0,9,14,0.467,10.71,0,13.0,1,1,40.1,6,0
basic,annual,1,42,84,12.98,0,11,12,0.508,9.41,1,2.5,4,0,42.7,12,0
pro,annual,1,40,3,50.73,1,12,14,0.628,14.87,1,11.0,1,0,47.4,9,0
pro,annual,0,36,108,67.93,0,11,17,0.686,11.72,1,14.5,5,0,0.2,11,0
basic,monthly,0,7,182,26.13,0,17,14,0.625,8.95,0,19.8,5,1,-2.2,3,1
pro,monthly,1,24,162,60.54,0,7,9,0.712,19.05,1,5.8,3,0,26.2,10,1
basic,monthly,0,27,50,19.48,0,18,12,0.769,10.43,1,13.6,6,2,-4.5,11,0
basic,annual,1,22,3,28.14,0,16,11,0.888,10.65,0,22.1,1,0,83.6,22,0
basic,monthly,1,44,154,23.39,0,9,10,0.553,7.71,1,5.8,4,2,42.4,9,0
pro,monthly,1,46,168,46.38,0,9,15,0.581,9.43,1,0.0,2,2,28.8,18,0
pro,annual,1,10,184,63.95,0,16,20,0.634,14.04,1,7.2,3,0,37.7,22,0
enterprise,annual,1,45,115,139.18,1,5,9,0.709,7.51,1,14.2,0,0,53.4,6,0
pro,monthly,1,40,95,47.62,0,7,8,0.564,11.86,1,1.2,2,0,33.0,1,0
enterprise,annual,1,33,151,134.54,0,11,7,0.48,9.13,1,0.3,3,0,15.2,21,0
basic,monthly,1,18,138,30.95,0,15,20,0.307,7.41,0,19.2,1,0,42.8,17,0
enterprise,monthly,1,36,151,143.82,0,6,15,0.873,8.02,1,6.6,5,0,22.3,1,0
pro,monthly,1,28,57,68.41,0,12,10,0.805,12.7,0,9.8,2,0,,13,0
basic,monthly,1,43,180,20.48,1,4,11,0.609,6.51,1,19.0,4,2,16.1,2,1
pro,annual,1,34,8,55.82,0,4,16,0.626,10.92,1,4.0,3,0,47.1,3,0
basic,annual,1,46,19,21.9,1,3,10,0.459,11.78,1,14.2,5,1,-4.7,15,1
basic,monthly,1,20,131,26.21,0,17,17,0.303,3.04,1,17.0,2,0,17.0,20,1
basic,annual,1,3,114,24.89,0,11,12,0.433,12.68,0,16.8,4,0,5.2,11,1
basic,monthly,1,23,111,19.35,0,10,11,0.418,4.58,1,17.1,4,2,25.6,3,0
basic,annual,1,47,181,31.48,0,4,0,0.295,15.22,1,16.0,2,0,50.3,7,0
pro,annual,1,31,174,49.29,0,15,11,0.709,11.67,1,,3,0,24.0,23,0
pro,monthly,1,33,144,57.79,0,13,10,0.537,8.63,0,11.8,2,0,57.2,11,0
basic,monthly,0,30,33,30.8,0,10,14,0.557,11.96,1,20.6,1,1,61.6,21,0
basic,monthly,1,28,20,28.02,0,11,13,0.284,7.0,1,17.4,4,0,-5.8,11,0
basic,monthly,0,2,28,21.54,0,19,15,0.656,4.65,1,16.4,2,1,43.5,10,0
basic,annual,1,19,123,23.29,0,15,17,0.627,15.18,0,18.3,1,0,,16,0
pro,monthly,1,4,142,63.49,1,20,5,0.578,10.42,1,4.8,2,4,31.9,5,1
basic,monthly,1,16,160,24.42,0,12,12,0.797,13.01,0,6.4,2,2,24.3,4,1
pro,monthly,1,34,21,57.49,1,13,8,0.655,11.44,0,17.1,4,1,17.7,5,0
pro,annual,1,38,55,74.88,0,8,7,0.694,9.68,1,6.0,0,1,53.6,17,0
pro,monthly,1,10,68,77.23,0,13,11,0.389,6.98,1,9.3,0,0,31.0,13,0
pro,annual,1,31,126,51.08,0,9,12,0.529,13.36,1,22.8,4,0,25.2,14,1
basic,monthly,1,10,10,31.08,0,12,14,0.433,12.13,1,19.5,6,0,16.3,17,1
pro,monthly,1,9,168,68.42,0,15,15,0.811,12.73,1,10.7,1,2,62.1,0,0
pro,monthly,0,46,17,57.38,0,7,8,0.843,16.13,0,13.4,0,0,44.4,16,0
pro,monthly,1,29,105,49.54,1,9,11,0.567,11.18,0,18.7,1,0,63.1,12,0
pro,monthly,0,9,186,48.78,0,15,19,0.701,15.56,1,13.4,4,4,28.7,2,1
pro,annual,1,6,39,65.84,0,16,20,0.824,17.37,1,5.7,2,0,34.5,1,0
enterprise,annual,0,2,137,210.58,0,20,13,0.689,15.38,1,6.4,2,2,38.6,22,0
basic,monthly,1,23,110,25.9,0,14,13,0.287,10.95,1,13.4,4,1,28.5,11,1
pro,monthly,0,4,164,46.12,0,20,10,0.798,9.76,0,9.5,3,2,37.5,3,0
pro,monthly,1,28,118,61.28,1,16,17,0.746,13.81,0,9.9,0,2,51.3,7,0
basic,monthly,1,20,169,32.64,0,14,22,0.602,10.19,1,5.2,2,2,36.1,5,0
enterprise,annual,1,30,81,189.71,0,11,10,0.923,15.7,1,18.5,1,0,38.0,12,0
basic,annual,0,9,33,29.18,0,16,18,0.738,17.27,1,3.9,6,0,-1.0,15,0
pro,annual,1,6,136,60.57,0,11,15,0.782,12.42,1,0.1,3,0,46.4,9,0
basic,monthly,1,4,193,22.73,1,21,14,0.339,6.68,0,4.3,2,3,25.0,22,1
basic,monthly,0,4,87,16.71,1,24,12,0.278,11.77,1,15.7,6,3,-12.6,9,1
pro,monthly,1,3,164,69.43,0,13,23,0.733,12.37,1,2.3,2,0,42.7,14,0
basic,annual,1,12,175,14.8,1,16,16,0.562,15.98,1,,1,3,55.5,8,0
basic,monthly,1,38,129,24.53,0,9,16,0.575,11.61,1,11.7,0,2,92.5,6,0
basic,annual,1,29,158,25.91,1,13,12,0.854,12.92,1,19.6,0,1,20.1,18,0
basic,monthly,0,12,113,27.74,0,14,13,0.715,12.58,0,12.9,4,1,25.4,11,1
pro,monthly,1,44,161,43.29,1,11,7,0.637,12.75,1,8.4,2,1,34.2,9,0
pro,annual,0,36,67,60.53,1,14,16,0.537,5.28,1,14.7,1,4,62.2,12,0
basic,monthly,1,37,105,27.48,0,6,10,0.666,9.56,1,19.3,4,1,22.3,10,0
pro,monthly,1,43,16,71.4,0,6,7,0.753,15.84,0,20.5,2,1,36.6,20,0
basic,monthly,1,35,40,20.18,0,6,8,0.511,9.11,0,21.3,3,2,21.9,18,0
pro,annual,1,45,116,68.79,0,8,21,0.178,8.98,1,7.8,6,1,10.2,4,0
basic,monthly,1,15,145,24.97,0,14,12,0.377,9.58,1,15.5,5,2,-22.0,15,1
basic,annual,0,41,6,15.21,0,9,13,0.703,10.15,1,4.1,3,0,37.7,23,0
basic,monthly,1,5,14,17.2,0,19,9,0.317,9.42,1,9.7,0,0,48.5,4,0
pro,monthly,1,14,2,66.4,0,16,12,0.774,9.58,1,16.5,0,0,85.3,18,0
basic,monthly,0,42,103,21.8,1,9,6,0.63,7.34,0,23.5,1,3,,19,0
basic,monthly,0,6,67,32.41,0,10,13,0.372,10.85,1,4.7,4,0,4.0,18,0
pro,annual,1,24,11,55.0,0,7,8,0.832,17.83,1,10.1,1,0,62.0,15,0
pro,annual,0,16,158,59.14,0,16,16,0.656,14.18,0,8.6,0,0,50.2,14,0
basic,annual,1,4,106,21.28,1,19,7,0.523,13.44,1,10.3,5,0,-13.7,12,0
pro,annual,1,11,2,59.6,0,14,10,0.463,13.94,1,16.9,3,0,38.1,19,0
pro,monthly,1,25,137,46.86,0,12,17,0.904,14.04,0,3.1,0,2,66.4,13,1
basic,monthly,0,30,182,23.19,0,16,19,0.335,10.08,0,10.3,2,1,14.6,19,0
pro,annual,0,32,84,65.94,0,7,11,0.453,8.14,1,8.9,3,0,8.0,14,0
basic,monthly,0,6,189,22.54,1,14,11,0.575,13.82,1,14.8,2,2,41.7,20,0
pro,annual,1,15,83,46.99,0,17,14,0.494,11.79,1,6.2,3,2,6.5,11,0
basic,monthly,1,4,16,31.03,0,14,21,0.922,11.47,1,19.0,1,0,64.7,3,0
pro,monthly,1,0,25,67.1,0,18,13,0.492,10.01,1,6.6,0,0,94.2,4,0
basic,monthly,0,18,14,15.94,0,16,13,0.693,8.78,1,13.6,2,1,23.4,14,0
basic,monthly,1,29,61,30.08,0,10,8,0.846,14.65,0,18.3,1,1,81.3,10,0
enterprise,monthly,1,17,77,176.03,0,19,11,0.879,17.91,0,,2,1,67.6,22,0
basic,monthly,1,1,89,23.1,0,28,17,0.414,7.1,0,22.5,3,1,13.8,4,0
pro,monthly,1,10,96,58.63,0,9,15,0.732,15.53,1,3.2,1,0,46.2,6,1
enterprise,monthly,1,20,172,187.3,0,20,15,0.994,17.59,1,15.8,0,1,62.1,21,0
pro,monthly,1,17,3,58.38,0,12,16,0.4,6.91,1,13.8,3,3,27.1,3,0
basic,monthly,1,39,179,22.15,0,7,7,0.748,6.28,1,17.9,4,2,28.8,23,1
pro,monthly,1,28,48,67.56,0,13,8,0.758,12.74,1,21.7,1,1,46.5,15,0
basic,annual,1,47,190,24.98,0,3,14,0.89,12.82,1,14.5,1,0,47.0,19,1
basic,monthly,1,8,27,23.39,1,14,11,0.627,11.1,1,12.7,2,2,28.1,5,1
pro,monthly,1,17,20,60.27,1,14,8,0.697,15.56,1,10.8,3,1,46.4,19,0
pro,monthly,1,4,25,50.44,0,8,12,0.793,11.7,1,5.5,0,1,47.0,1,0
basic,monthly,1,0,59,19.09,1,15,13,0.327,17.22,0,17.5,4,3,1.5,4,1
basic,monthly,1,44,188,14.46,0,4,10,0.403,5.81,1,7.0,5,1,17.5,6,0
pro,monthly,1,23,93,67.42,0,17,20,0.682,9.49,0,22.2,0,1,,6,0
pro,monthly,1,31,33,66.43,0,13,20,0.576,8.84,0,8.0,3,0,18.2,11,0
basic,monthly,1,13,128,22.2,0,16,17,0.44,10.08,1,7.1,4,1,9.5,8,0
pro,monthly,0,2,102,60.83,0,17,15,1.0,18.26,1,6.7,3,0,73.6,15,0
basic,monthly,0,42,140,20.75,0,8,17,0.873,9.89,1,5.4,1,0,41.9,12,0
basic,monthly,1,31,148,24.1,1,9,12,0.093,5.84,0,14.1,3,2,27.7,10,1
pro,monthly,1,34,157,75.65,0,16,12,0.677,10.16,1,5.9,4,1,15.7,15,0
enterprise,monthly,1,25,31,139.35,1,14,10,0.535,10.94,0,18.8,5,1,17.0,21,1
basic,annual,0,19,99,23.87,0,20,11,0.757,13.03,1,3.3,1,1,44.1,6,0
basic,monthly,1,20,126,20.8,1,12,16,0.59,10.37,1,8.9,2,1,50.7,8,0
basic,monthly,1,36,111,33.14,0,15,7,0.814,9.02,1,13.8,0,1,42.5,13,0
pro,monthly,0,10,194,52.73,0,11,10,0.515,10.8,1,11.0,1,0,29.9,19,0
basic,monthly,1,16,192,35.72,0,17,12,0.379,14.57,1,27.6,3,4,11.3,17,1
basic,monthly,1,14,162,22.44,1,11,7,0.511,13.81,1,20.8,1,1,46.7,20,1
enterprise,annual,1,25,48,213.09,0,9,10,0.643,10.48,1,17.9,7,0,-0.1,5,0
basic,annual,1,46,106,22.08,0,7,12,0.533,11.41,1,2.8,4,0,-6.9,4,0
pro,monthly,0,44,160,41.09,1,7,16,0.884,14.8,1,10.0,1,3,41.5,21,0
basic,monthly,1,26,54,14.79,0,7,9,0.634,14.46,1,15.8,3,1,56.9,10,0
pro,annual,0,9,142,52.67,0,18,14,0.617,16.3,1,0.7,3,0,30.8,11,0
basic,monthly,0,45,50,22.74,0,7,5,0.56,12.16,1,10.6,3,1,-2.5,5,0
basic,monthly,1,15,28,22.27,1,12,8,0.265,6.07,1,16.9,5,3,9.6,19,1
basic,annual,0,17,48,29.5,1,14,5,0.198,4.6,1,17.2,2,1,22.7,14,0
pro,monthly,0,42,185,60.81,0,9,16,0.888,15.14,0,21.7,2,0,54.4,9,0
pro,monthly,1,12,199,70.14,0,12,11,0.533,6.86,1,8.8,1,2,51.2,1,0
basic,monthly,1,22,171,20.43,0,13,13,0.808,15.3,0,14.8,2,2,31.5,11,1
basic,monthly,1,44,54,26.31,0,8,14,0.495,9.18,1,15.6,4,1,23.9,15,0
pro,monthly,1,15,156,74.77,0,12,16,0.694,8.52,1,9.2,1,1,63.1,19,0
basic,monthly,1,29,44,33.12,0,8,20,0.7,13.74,1,14.8,2,2,,12,0
basic,monthly,0,1,26,29.8,0,25,15,0.721,9.25,1,0.8,2,0,61.0,6,0
pro,monthly,0,47,52,73.55,0,5,8,0.577,12.88,1,8.0,4,1,-4.9,16,0
basic,monthly,1,20,28,23.91,0,11,15,0.563,11.92,1,14.6,4,0,30.2,3,0
basic,annual,1,32,128,30.5,0,11,22,0.547,5.58,1,12.0,2,0,19.3,12,0
basic,monthly,1,24,136,17.44,1,11,10,0.618,15.96,1,11.2,4,1,-10.8,22,0
basic,annual,1,20,8,25.37,1,13,9,0.585,15.39,0,17.2,4,0,1.7,8,0
basic,monthly,1,19,22,23.59,0,13,2,0.419,13.37,0,12.8,2,3,2.9,13,1
pro,monthly,1,0,96,55.52,1,14,5,0.697,15.1,0,19.2,4,2,47.1,20,1
pro,monthly,1,13,23,42.3,1,18,19,0.407,8.25,1,6.2,2,1,18.4,8,1
basic,monthly,1,18,165,31.99,0,17,13,0.551,14.78,1,0.0,1,0,50.5,2,0
pro,monthly,0,17,80,56.75,0,7,7,0.691,14.42,1,4.3,0,0,48.7,12,0
basic,annual,0,13,83,32.81,0,18,14,0.374,3.96,0,13.4,6,0,21.7,17,0
pro,annual,1,30,2,56.6,1,10,22,0.619,8.82,1,6.1,1,2,38.5,12,1
basic,annual,1,39,140,19.02,0,7,11,0.458,8.47,1,8.1,7,0,-3.7,12,0
pro,monthly,0,42,144,72.99,0,9,19,0.581,15.92,1,7.3,1,5,33.0,17,0
basic,monthly,1,46,151,23.15,0,7,8,0.686,9.22,1,13.2,4,0,35.9,2,0
basic,monthly,1,31,108,21.66,0,17,19,0.633,10.04,1,7.3,2,2,36.4,20,0
basic,monthly,1,19,54,25.67,0,11,10,0.723,8.49,1,12.3,1,1,59.2,17,0
basic,annual,1,31,16,19.0,1,8,9,0.924,12.11,1,16.0,3,3,19.6,7,0
basic,annual,1,6,63,23.21,0,24,11,0.748,15.59,1,9.9,1,0,58.4,3,0
pro,monthly,0,39,109,67.42,0,13,11,0.393,6.09,1,12.0,0,3,46.8,11,0
pro,annual,1,25,24,51.57,1,9,16,0.552,12.73,1,15.9,4,2,-5.0,19,1
basic,annual,0,7,11,24.47,0,13,11,0.792,10.12,1,6.3,3,1,6.5,2,0
pro,monthly,1,20,44,64.56,0,14,17,0.599,17.24,0,15.8,3,1,49.9,2,0
pro,annual,1,14,15,50.13,0,18,11,0.587,11.87,0,26.2,2,0,44.7,19,0
pro,monthly,0,16,3,49.29,0,20,14,0.73,12.13,0,15.4,2,2,50.7,21,0
pro,monthly,1,2,97,65.35,0,22,12,0.619,9.97,0,9.0,3,0,54.0,9,0
pro,monthly,1,0,149,49.82,0,17,21,0.978,14.51,1,10.9,0,1,81.6,3,1
basic,monthly,1,16,100,26.66,0,10,14,0.521,6.71,0,17.0,6,1,22.8,6,0
pro,monthly,1,14,19,68.96,0,17,15,1.0,14.29,1,0.4,2,1,37.0,7,0
enterprise,annual,1,47,68,113.02,0,5,10,0.649,10.13,1,7.0,2,1,39.9,16,0
basic,monthly,1,12,8,25.74,1,10,10,0.432,8.7,1,5.1,4,3,54.7,12,1
basic,monthly,1,15,124,11.55,1,13,9,0.4,16.58,1,2.1,1,1,47.6,15,0
basic,monthly,1,43,47,23.18,0,3,16,0.408,14.66,1,17.2,3,0,-23.2,12,0
enterprise,monthly,0,41,78,155.18,0,5,5,0.88,17.66,0,0.0,2,0,52.4,0,0
basic,annual,0,2,180,19.31,0,19,12,0.308,12.4,1,20.4,3,0,9.3,3,0
pro,monthly,1,4,117,64.71,0,15,17,0.489,12.16,1,11.4,4,0,3.7,19,0
pro,annual,1,4,153,53.27,0,18,7,0.764,16.98,1,17.0,3,0,54.1,17,0
enterprise,monthly,0,22,70,173.1,1,11,13,0.359,11.14,1,18.0,3,1,13.1,7,0
basic,monthly,1,27,186,25.43,0,12,9,0.285,11.56,1,18.7,5,0,5.6,0,1
pro,monthly,1,16,143,69.64,0,16,13,0.661,16.12,1,5.4,2,1,29.2,18,0
pro,monthly,1,0,103,60.82,0,21,14,0.743,14.91,1,4.3,2,0,48.0,19,0
basic,annual,0,9,116,28.35,0,12,3,0.489,12.27,1,12.7,1,0,51.2,10,0
pro,monthly,1,29,125,46.43,1,13,15,0.748,14.88,1,14.0,2,3,48.7,19,0
basic,monthly,0,17,32,25.36,0,13,9,0.395,10.7,0,29.4,3,0,16.5,6,1
pro,monthly,1,5,51,44.63,0,19,12,0.943,15.18,1,2.0,1,2,64.4,4,0
basic,annual,0,31,137,19.12,0,11,12,0.714,14.1,1,16.9,2,0,72.8,22,0
basic,monthly,1,29,88,21.12,1,7,13,0.403,6.72,1,12.2,3,5,35.9,7,1
basic,annual,1,23,157,21.02,0,11,14,0.516,8.89,0,18.3,3,0,22.0,8,0
basic,annual,0,45,105,30.16,0,6,14,0.196,11.36,1,15.9,2,1,5.6,15,0
basic,monthly,1,40,14,28.42,0,8,2,0.717,12.7,1,0.0,2,0,16.2,22,0
pro,monthly,1,1,133,62.4,1,14,15,0.44,10.59,1,8.2,5,0,-17.0,0,1
basic,monthly,1,43,122,33.57,0,7,11,0.453,11.6,1,4.6,2,1,,20,1
basic,monthly,1,2,73,23.35,0,27,13,0.497,5.04,1,16.4,0,4,25.5,19,0
pro,annual,1,23,158,80.47,0,10,13,0.422,10.03,1,9.9,0,0,53.2,9,0
